wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_Kepler,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
545.0,0.9179272727272729,0.991,0.991,0.991,0.8827690707555553,0.9505600749872645,0.8396108816187781,0.7886355413214091,0.7981005825916689,0.6294104849811128
550.0,0.9176363636363638,0.991,0.991,0.991,0.8828473251434532,0.9521112608925074,0.8274694986675523,0.7884554949310705,0.7878430277264542,0.6211791643540545
555.0,0.9161272727272727,0.993,0.993,0.993,0.8829377331739462,0.9536496192248224,0.8171829105798151,0.792015415797179,0.7793061715114727,0.6172225014629669
560.0,0.916290909090909,0.992,0.992,0.992,0.8830416811576515,0.9551103109377747,0.8031544109908331,0.7898590485955056,0.7671010592124998,0.6059017128061898
565.0,0.9156181818181818,0.993,0.993,0.993,0.8831606610625449,0.9565710026507268,0.7928054577114085,0.791775154019101,0.7583747115899705,0.6004622540733402
570.0,0.9149454545454546,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8832963387820251,0.9558531020041274,0.7788561986012761,0.79370805429842,0.7444721134481724,0.5908935126443815
575.0,0.9145454545454548,0.993,0.993,0.993,0.8834501131477411,0.9544671640790459,0.7667596876950913,0.7911067166039746,0.7318469446444686,0.5789690334343364
580.0,0.9139636363636365,0.992,0.992,0.992,0.8836235600773684,0.9536806192195904,0.7518682121796477,0.7883720525643296,0.7170421421630128,0.5652959853921782
585.0,0.9132909090909093,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8838182569030086,0.9538400084710204,0.7404535478305061,0.7927408835221659,0.706274218335047,0.5598924478518522
590.0,0.9129818181818183,0.992,0.992,0.992,0.8840357586891349,0.9539741068992041,0.7247613650397445,0.7878925201290883,0.6914035759288384,0.5447517058648359
595.0,0.9124545454545455,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8842775721181271,0.9518302701959238,0.7135356305360089,0.7924265214317923,0.6791648120075082,0.5381882094579868
600.0,0.912,0.99,0.99,0.99,0.8845451273070423,0.9496864334926434,0.6962764981689646,0.7827452062625769,0.661244344270831,0.517585840646234
